number,mergedAt,title,summary,url
1731,2025-09-19T18:42:46Z,Fix missing namespace qualifier,"This fixing the build of the trtllm fmhaKernel code, introduced in #1685",https://github.com/flashinfer-ai/flashinfer/pull/1731
1685,2025-09-19T09:13:55Z,perf: Port the separate reduce kernel mode from trtllm.,This also updated the kernels which fixed mha perf regression and fp8 sink attention accuracy issue.,https://github.com/flashinfer-ai/flashinfer/pull/1685
1715,2025-09-18T23:45:50Z,test: skip unsupported (non-SM90) test cases for xqa,skip unsupported (non-SM90) test cases for xqa.,https://github.com/flashinfer-ai/flashinfer/pull/1715
1710,2025-09-18T19:11:35Z,test: skip the unsupported test cases for sm120/121,test: skip the unsupported test cases for sm120/121,https://github.com/flashinfer-ai/flashinfer/pull/1710
1707,2025-09-17T23:25:20Z,bugfix: increase workspace to make trtllm gen attention unit test pass,Increase the workspace size from 128 to 256 to make sure tests/test_trtllm_gen_attention.py pass,https://github.com/flashinfer-ai/flashinfer/pull/1707
1700,2025-09-17T16:36:27Z,ci: fix prefill attention unittests,"xfail the prefill + cudagraph UT, until we fully fix the workspace overflow issues.",https://github.com/flashinfer-ai/flashinfer/pull/1700
1667,2025-09-16T14:28:58Z,Refactor Blackwell unit test scripts,Refactor the Blackwell unit test scripts so that they will run to completion regardless of failures and output JUnit xml for rendering pass…,https://github.com/flashinfer-ai/flashinfer/pull/1667
1681,2025-09-16T00:01:07Z,perf: improve performance of cutlass fmha,fix the bug in get_unmasked_trip_count calculation in causal attention add skip correction rescale optimization in FA4.,https://github.com/flashinfer-ai/flashinfer/pull/1681
1680,2025-09-15T20:12:37Z,[TVM] Default `fixed_split_size` value in TVM binding,"This PR uses the default value -1 for fixed_split_size introduced in PR #1675, to keep the interface consistent with the TVM side.",https://github.com/flashinfer-ai/flashinfer/pull/1680
1679,2025-09-15T07:21:41Z,[misc] add a wrapper class for attention sink jit args,This PR adds a wrapper class around the JiT implementation of AttentionSink (GPT-OSS style) for FlashInfer backend BatchPrefillWithPagedKVC…,https://github.com/flashinfer-ai/flashinfer/pull/1679
1675,2025-09-15T06:40:42Z,feat: Batch-size invariant FA2 Prefill & Decode,"As mentioned in https://thinkingmachines.ai/blog/defeating-nondeterminism-in-llm-inference/, split-kv can cause non-determinism.",https://github.com/flashinfer-ai/flashinfer/pull/1675
1670,2025-09-14T03:44:49Z,feat: Add `variant.OutputTransform()` to decode kernels,I noticed that only prefill kernels use variant.OutputTransform().,https://github.com/flashinfer-ai/flashinfer/pull/1670
1662,2025-09-11T16:17:20Z,benchmark: add cupti support to benchmark,Add CUPTI support for more accurate benchmarking.,https://github.com/flashinfer-ai/flashinfer/pull/1662
1661,2025-09-11T03:21:30Z,perf&bugfix: skip kv-tile computation out of sliding window in FA2; fix __syncthreads in mergestate,"This PR skips redundant kv-tiles loading&computation in FA2's sliding window implementation, which is used by GPT-OSS inference scenarios.",https://github.com/flashinfer-ai/flashinfer/pull/1661
1664,2025-09-10T04:34:15Z,feat: Support s_qo < s_kv for prefill in flashinfer_benchmark.py and benchmark minor updates,"flashinfer_benchmark.py's attention prefill currently assumes s_qo = s_kv, which blocks measuring incremental prefill or IFB performance wh…",https://github.com/flashinfer-ai/flashinfer/pull/1664
1656,2025-09-09T11:41:23Z,Add benchmark for MLARopeQuantize,Add benchmark for MLARopeQuantize,https://github.com/flashinfer-ai/flashinfer/pull/1656
1660,2025-09-09T11:38:04Z,Speedup MLARopeQuantize by 20-35%,baseline num_tokens FlashInfer 0 1.0 0.002714 1 2.0 0.003126 2 4.0 0.003328 3 8.0 0.003328,https://github.com/flashinfer-ai/flashinfer/pull/1660
1653,2025-09-09T04:45:43Z,misc: add script to analyzer code owners from git history,Help automate the process of setting up CODEOWNER,https://github.com/flashinfer-ai/flashinfer/pull/1653
1322,2025-09-08T18:25:05Z,feat: Add k_scale and v_scale to persistent attention ,For consistency with the general call in SGLang cc @yzh119,https://github.com/flashinfer-ai/flashinfer/pull/1322
1643,2025-09-06T18:01:08Z,fix: zero-init workspace buffer for trtllm-gen fmha,trtllm-gen fmha should take exclusive zero-init workspace buffer to ensure zero counter cross kernel executions.,https://github.com/flashinfer-ai/flashinfer/pull/1643
1640,2025-09-05T09:48:20Z,bugfix: Fix FLOPS calculation for bench_trtllm_gen_mla.py,Fix FLOPS calculation for bench_trtllm_gen_mla.py Details in #1638,https://github.com/flashinfer-ai/flashinfer/pull/1640
1635,2025-09-04T18:46:30Z,fix: pass workspace for trtllm-gen attention,fix: pass workspace for trtllm-gen attention,https://github.com/flashinfer-ai/flashinfer/pull/1635
1622,2025-09-04T06:03:35Z,bugfix: collect all modules to aot,Fix #1556,https://github.com/flashinfer-ai/flashinfer/pull/1622
1631,2025-09-03T22:48:21Z,bugfix: trtllm-gen fmha sm101 and sm100 compatibility,sm100 device fallback on sm101 kernels for trtllm-gen fmha.,https://github.com/flashinfer-ai/flashinfer/pull/1631
1613,2025-09-03T21:43:03Z,feat: update flashinfer-cli,"add functionality of clear cache/cubin, and show config using click library show progress bar when downloading the cubins Usage: python3 -m…",https://github.com/flashinfer-ai/flashinfer/pull/1613
1625,2025-09-03T16:37:19Z,bugfix: fix flashinfer_benchmark.py IMA when running a test list,The current flashinfer_benchmark.py script can trigger an IMA when a testlist is provided to batch-benchmark multiple test cases.,https://github.com/flashinfer-ai/flashinfer/pull/1625
1628,2025-09-03T05:39:07Z,patch mm segfault & patch cubin avail.,patch mm segfault & patch cubin avail.,https://github.com/flashinfer-ai/flashinfer/pull/1628
1614,2025-09-02T23:42:33Z,bugfix: fix merge_attention_state in BatchAttention w/ gqa-group-size in Qwen family,"This PR fixes precision issues of BatchAttention (Persistent FA2 of #1137), when CTA_TILE_Q is not a multiple of gqa_group_size (e.g., Qwen…",https://github.com/flashinfer-ai/flashinfer/pull/1614
1608,2025-09-02T20:12:01Z,"feat: initial support for SM103, SM110, SM120, SM121","feat: initial support for SM103, SM110, SM120, SM121",https://github.com/flashinfer-ai/flashinfer/pull/1608
1453,2025-08-31T07:53:06Z,feat: enable trtllm-gen attn speculative decoding verify by decode,decode with q_len > 1,https://github.com/flashinfer-ai/flashinfer/pull/1453
1503,2025-08-29T05:42:14Z,feat: integrate xqa attention backend,feat: integrate xqa attention backend,https://github.com/flashinfer-ai/flashinfer/pull/1503
1588,2025-08-27T10:52:17Z,refactor: use allocator class for workspace buffer allocation,refactor: use allocator class for workspace buffer allocation,https://github.com/flashinfer-ai/flashinfer/pull/1588
1590,2025-08-27T09:10:51Z,fix: Improve TRTLLM attention kernel out_dtype unit test,Added follow-up unit tests for #1578: passed or not passed out_dtype to the attn api.,https://github.com/flashinfer-ai/flashinfer/pull/1590
1584,2025-08-26T21:36:41Z,fix: semaphoress must be at the fixed range in workspace buffer on trtllm_gen attention,workspace_buffer arrangement on main branch paged_attention: counter (fixed 8MB at head) | scratch ragged_attention: softmax | counter (8MB…,https://github.com/flashinfer-ai/flashinfer/pull/1584
1578,2025-08-26T16:09:02Z,feat: Support for inferring out_dtype from out.dtype for TRTLLM attention kernel,"Instead of directly use query.dtype as out_dtype, we could infer the out_dtype from out.dtype if out is passed into the API.",https://github.com/flashinfer-ai/flashinfer/pull/1578
1574,2025-08-26T15:36:30Z,misc: remove some unused files,csrc/flashinfer_ops.cu and csrc/flashinfer_ops_sm90.cu are no longer used after aot refactoring.,https://github.com/flashinfer-ai/flashinfer/pull/1574
1540,2025-08-25T05:37:37Z,"feat: Add fp8-qkv, fp16/bf16 output MHA","feat: Add fp8-qkv, fp16/bf16 output MHA",https://github.com/flashinfer-ai/flashinfer/pull/1540
1567,2025-08-25T04:42:25Z,Backend: downgrade trtllm-gen kernel to cuda-12,"Downgrade trtllm-gen kernel to cuda-12, and revert #1543 (reapply #1518).",https://github.com/flashinfer-ai/flashinfer/pull/1567
1559,2025-08-24T20:22:32Z,bugfix: fix persistent attention kernel correctness on blackwell,"An explicit __syncthreads is required for guarantee correctness on blackwell, otherwise unittests will fail.",https://github.com/flashinfer-ai/flashinfer/pull/1559
1562,2025-08-24T09:51:35Z,Bugfix: some typos in Persistent kernel ,tests pass,https://github.com/flashinfer-ai/flashinfer/pull/1562
1533,2025-08-24T05:14:15Z,bugfix: Fix Persistent kernel precision for masked output ,"Previously, the packed_causal_kv_end here returns negative remaining_len, so zero_kv_len is false and these output locations are completely…",https://github.com/flashinfer-ai/flashinfer/pull/1533
1557,2025-08-23T10:51:40Z,fix: add packaging dependency to resolve pypi workflow,"A new package packaging was introduced by #1526, which broke the pypi wrokflow.",https://github.com/flashinfer-ai/flashinfer/pull/1557
1537,2025-08-22T23:58:26Z,feat: Integrate TRTLLM varlen kernel for deepseek R1 prefill ,Integrate TRTLLM prefill kernel for deepseek R1.,https://github.com/flashinfer-ai/flashinfer/pull/1537
1543,2025-08-22T07:56:54Z,"Revert ""backend: Refactor trtllm-gen fmha metainfo loading (#1518)""",This reverts commit 7812a77.,https://github.com/flashinfer-ai/flashinfer/pull/1543
1518,2025-08-22T01:05:38Z,backend: Refactor trtllm-gen fmha metainfo loading,Update trtlln-gen fmha metainfo loading.,https://github.com/flashinfer-ai/flashinfer/pull/1518
1427,2025-08-21T16:04:53Z,refactor: Sink attention AoT,refactor: Sink attention AoT,https://github.com/flashinfer-ai/flashinfer/pull/1427
1512,2025-08-21T00:13:54Z,flashinfer_benchmark QoL Improvements and Attention FP8 Support,Current PR: Adds case_tag and generate_repro_command flags to flashinfer_benchmark.py for annotating outputs and generating reproducer comm…,https://github.com/flashinfer-ai/flashinfer/pull/1512
1497,2025-08-18T20:46:08Z,benchmark: add moe to benchmark,benchmark: add moe to benchmark,https://github.com/flashinfer-ai/flashinfer/pull/1497
1496,2025-08-15T07:45:32Z,"Revert ""feat: Support fp8 qkv, fp16/bf16 out MHA for trtllm-gen. (#1490)",This reverts commit 96d142d.,https://github.com/flashinfer-ai/flashinfer/pull/1496
1492,2025-08-15T06:43:04Z,Add errors when dtype is anything other than int32 for ptr metatdata,"This PR adds a very simple error check for the metadata arguments qo_indptr, kv_indptr and kv_lens array.",https://github.com/flashinfer-ai/flashinfer/pull/1492
1490,2025-08-15T06:31:54Z,"feat: Support fp8 qkv, fp16/bf16 out MHA for trtllm-gen.","feat: Support fp8 qkv, fp16/bf16 out MHA for trtllm-gen.",https://github.com/flashinfer-ai/flashinfer/pull/1490
1460,2025-08-14T06:34:12Z,Fix TRTLLM NVFP4-out attention kernel scale factor dim issue,Fixed the shape checking for FP4 scale factor tensor.,https://github.com/flashinfer-ai/flashinfer/pull/1460
1484,2025-08-14T03:52:29Z,feat: add pdl for trtllm-gen attn,Following #1446.,https://github.com/flashinfer-ai/flashinfer/pull/1484
1328,2025-08-13T08:26:19Z,refactor: Improved metainfo for trtllm-gen kernels,Move trtllm-gen batched-gemm and gemm metainfo headers into cache directory and link when jit.,https://github.com/flashinfer-ai/flashinfer/pull/1328
1375,2025-08-13T07:26:52Z,Unify and modularize decode and prefill test.,Unify decode and prefill attention test for trtllm-gen by extract common function.,https://github.com/flashinfer-ai/flashinfer/pull/1375
1446,2025-08-13T07:24:51Z,Remove getEnvEnablePDL in favor of enable_pdl parameter,Remove getEnvEnablePDL in favor of enable_pdl parameter,https://github.com/flashinfer-ai/flashinfer/pull/1446
1463,2025-08-13T07:10:37Z,fix: remove redundant zero_init reverted by #1459,The duplicate zero_init should be fixed.,https://github.com/flashinfer-ai/flashinfer/pull/1463
1476,2025-08-13T06:38:12Z,fix: minor fix after #1384,fix: minor fix after #1384,https://github.com/flashinfer-ai/flashinfer/pull/1476
1471,2025-08-12T08:38:07Z,"Fix ""more than one operator ""/"" matches these operands""",Seeing the following error on GB200 on flashinfer/include/flashinfer/attention/mla_hopper.cuh Line 829 in fe442a2 (CAUSAL ?,https://github.com/flashinfer-ai/flashinfer/pull/1471
1384,2025-08-11T23:46:20Z,Allow BatchPrefillPagedWrapper to call cudnn API,Allow BatchPrefillPagedWrapper to call cudnn API,https://github.com/flashinfer-ai/flashinfer/pull/1384
1459,2025-08-11T09:28:25Z,"Revert ""fix: remote redundant zero_init from trtllm-gen attn (#1444)""",This reverts commit 5451029.,https://github.com/flashinfer-ai/flashinfer/pull/1459
1416,2025-08-10T10:59:43Z,Fix missing v_scale for prefill wrapper.,"We do need k,v scale !=1 for llama3 fp4 model.",https://github.com/flashinfer-ai/flashinfer/pull/1416
1434,2025-08-10T10:28:38Z,Fixes for Blackwell Tests,Fixes for Blackwell Tests,https://github.com/flashinfer-ai/flashinfer/pull/1434
1415,2025-08-10T08:30:44Z,"benchmark: trtllm-gen mha with sink, add benchmark args","[b200] Benchmark results python3 benchmarks/bench_trtllm_fmha.py batch_size=4, seq_len=1024, num_qo_heads=64, num_kv_heads=8, head_dim=64,…",https://github.com/flashinfer-ai/flashinfer/pull/1415
1444,2025-08-10T08:30:17Z,fix: remote redundant zero_init from trtllm-gen attn,fix: remote redundant zero_init from trtllm-gen attn,https://github.com/flashinfer-ai/flashinfer/pull/1444
1339,2025-08-09T03:15:18Z,feat: Fused rope fp8 quantize kernel for MLA,Fusing RoPE + fp8 quantization kernel to prepare input for fp8 mla kernel.,https://github.com/flashinfer-ai/flashinfer/pull/1339
1438,2025-08-09T00:41:52Z,Putting back cudnn_batch_prefill_with_kv_cache that was deleted by ruff,Putting back cudnn_batch_prefill_with_kv_cache that was deleted by ruff,https://github.com/flashinfer-ai/flashinfer/pull/1438
1432,2025-08-08T21:57:55Z,Add NOTICE with copyrights,Adds NOTICE file to specify copyrights for both NVIDIA and Flashinfer community.,https://github.com/flashinfer-ai/flashinfer/pull/1432
1413,2025-08-08T18:23:29Z,Fix crash when pos_encoding_mode is passed as int,"This PR is to fix this issue caused by 85d75ca File ""/scratch/repo/flashinfer/flashinfer/prefill.py"", line 83, in get_fmha_module pos_encod…",https://github.com/flashinfer-ai/flashinfer/pull/1413
1390,2025-08-07T00:29:19Z,Adding FP8 benchmark on attention and matmul testing,Current PR extends benchmarking script in flashinfer_benchmark.py by adding: MLA backend testing Attention FP8 Benchmarking Introduction fo…,https://github.com/flashinfer-ai/flashinfer/pull/1390
1393,2025-08-06T02:06:25Z,Add flags to trim down AoT builds,This PR trims down AoT builds to allow wheels to be generated including only the attention kernels.,https://github.com/flashinfer-ai/flashinfer/pull/1393
1389,2025-08-05T17:32:33Z,GPT-OSS Support: Add Blackwell MoE mxfp4 implementation from TRTLLM and Attention Sink,These kernels support OpenAI GPT-OSS Co-authored-by: siyuanf siyuanf@nvidia.com Co-authored-by: Zihao Ye zihaoy@nvidia.com Co-authored-by:…,https://github.com/flashinfer-ai/flashinfer/pull/1389
1374,2025-08-04T09:30:38Z,Update documentation index,Update doc index,https://github.com/flashinfer-ai/flashinfer/pull/1374
1372,2025-08-04T02:42:38Z,ci: add blackwell unittest scripts,Initial setup of blackwell unittest scripts scripts/run_test_blackwell_attention_kernels.sh for moe/gemm/attention/utils/etc scripts/task_t…,https://github.com/flashinfer-ai/flashinfer/pull/1372
1369,2025-08-03T13:34:49Z,Artifact downloading and single sourced artifact path,This PR adds the features of downloading complete artifacts and makes artifacts path single sourced in python.,https://github.com/flashinfer-ai/flashinfer/pull/1369
1363,2025-08-03T00:59:49Z,Support scale factor start index for fp4 mha prefill/decode,the start index of fp4 output scale factor o_sf_start_index is useful when the decode kernels are reusing the scale factor tensor of prefil…,https://github.com/flashinfer-ai/flashinfer/pull/1363
1317,2025-08-01T21:28:46Z,Allow cudnn prefill kernels to be called natively,Allow cudnn prefill kernels to be called natively,https://github.com/flashinfer-ai/flashinfer/pull/1317
1360,2025-08-01T17:41:00Z,support trtllm-gen prefill fp4 output,Support nvfp4 for prefill function call.,https://github.com/flashinfer-ai/flashinfer/pull/1360
1283,2025-07-31T23:23:44Z,Add native cudnn_decode for improved cudnn decode performance,This PR tries to integrate cudnn decode by calling the cudnn kernels directly instead of through the cubin path.,https://github.com/flashinfer-ai/flashinfer/pull/1283
1316,2025-07-30T10:49:45Z,minor: add trtllm_gen_mla benchmark,Add a missing benchmark.,https://github.com/flashinfer-ai/flashinfer/pull/1316
1324,2025-07-30T09:44:22Z,feat: Support logits_soft_cap for Persistent attn; fix kv split limit,"When integrating this kernel into SGLang, I quickly hit an assertion error with input len 4000, output len 200 and 8 request/s due to the h…",https://github.com/flashinfer-ai/flashinfer/pull/1324
1346,2025-07-30T09:33:33Z,Add trtllm-gen prefill test. Fix related wrapper issue.,Make the old prefill test cover the direct function call and fp8.,https://github.com/flashinfer-ai/flashinfer/pull/1346
1350,2025-07-30T06:36:31Z,Support passing kv_data_type to MultiLevelCascadeAttentionWrapper.plan(),MultiLevelCascadeAttentionWrapper.plan() ends up calling plan() on BatchPrefillWithPagedKVCacheWrapper.,https://github.com/flashinfer-ai/flashinfer/pull/1350
1348,2025-07-29T18:27:20Z,fix: fix trtllm-gen mla error on new interface,Fix error introduced by #1318,https://github.com/flashinfer-ai/flashinfer/pull/1348
1318,2025-07-29T00:51:14Z,feat: support output nvfp4 in trtllm-gen function call.,"Only added fp4 support to trtllm_batch_decode_with_kv_cache, not added to wrapper yet.",https://github.com/flashinfer-ai/flashinfer/pull/1318
1267,2025-07-27T04:40:04Z,Bug fix: fix duplicate launch in POD,"Mistakenly added a duplicate kernel launch last time (actually by cursor, but should've checked more closely😂) cc @yzh119",https://github.com/flashinfer-ai/flashinfer/pull/1267
1326,2025-07-25T11:18:25Z,Fix redundant argument in TrtllmGenDecodeModule,Remove the redundant sm_count argument in the TrtllmGenDecodeModule which takes window_left position.,https://github.com/flashinfer-ai/flashinfer/pull/1326
1323,2025-07-25T00:02:03Z,Addition of flashinfer_benchmark.py for benchmarking routines,Adds benchmarks/flashinfer_benchmark.py and utility functions for benchmarking performance of various FI APIs.,https://github.com/flashinfer-ai/flashinfer/pull/1323
1290,2025-07-24T18:03:08Z,[fix] fix integer overflow in FA2 customized_mask & add buffer overflow warning.,"Per discussion with @haochengxi and @Radioheading, this PR moves the plan function in VariableBlockSparseAttentionWrapper to the GPU side,…",https://github.com/flashinfer-ai/flashinfer/pull/1290
1314,2025-07-24T10:55:35Z,test qkvo quantization not equal to 1.,test qkvo quantization not equal to 1.,https://github.com/flashinfer-ai/flashinfer/pull/1314
1307,2025-07-23T08:33:23Z,Fix the bug of the kernel-selection heuristic in trtllm-gen,this fixes the bug of still selecting low-latency (swapsMmaAb) MLA kernels when batch size is quite large under the high-throughput case (a…,https://github.com/flashinfer-ai/flashinfer/pull/1307
1305,2025-07-23T02:39:14Z,[Feature] SM level profiler ,Simply add smid into the profiler tag.,https://github.com/flashinfer-ai/flashinfer/pull/1305
1302,2025-07-23T00:43:55Z,minor: some fix and cleanup for trtllm-gen mha,minor: some fix and cleanup for trtllm-gen mha,https://github.com/flashinfer-ai/flashinfer/pull/1302
1289,2025-07-22T17:25:24Z,refactor: refactor trtllm-gen attention kernel integration code,"Simplify and unify the interface for trtllm-gen decode/prefill/mla kernels, and add support for shared-kv (in MLA, #1273).",https://github.com/flashinfer-ai/flashinfer/pull/1289
1295,2025-07-21T23:11:31Z,fix: minor errors in cubin loader,fix: minor errors in cubin loader,https://github.com/flashinfer-ai/flashinfer/pull/1295
1292,2025-07-21T19:19:38Z,refactor: Improved metainfo for trtllm-gen fmha,Refactor the metainfo for trtllm gen fmha.,https://github.com/flashinfer-ai/flashinfer/pull/1292
1286,2025-07-18T17:01:14Z,fix multiCtasKvScratchPtr misalignment issue (new one),fix multiCtasKvScratchPtr misalignment issue num_semaphores is rounded up to multiple of 8 to since the kernels require 16B alignment for m…,https://github.com/flashinfer-ai/flashinfer/pull/1286
1280,2025-07-18T09:00:13Z,fix: update trtllm-gen fmha benchmark,fix: update trtllm-gen fmha benchmark,https://github.com/flashinfer-ai/flashinfer/pull/1280
1239,2025-07-17T10:31:55Z,add trtllm-gen context attention,Integrate trtllm-gen context attention.,https://github.com/flashinfer-ai/flashinfer/pull/1239
1242,2025-07-16T17:50:19Z,Add trtllm-gen attention mha kernel with FP8 Q/K/V and FP8 output,Support TRT-LLM gen FP8 Q kernel with FP4/FP8 output,https://github.com/flashinfer-ai/flashinfer/pull/1242
1258,2025-07-16T10:58:21Z,feat: enable trtllm-gen mla MTP,Enable deepseek MTP with q>1.,https://github.com/flashinfer-ai/flashinfer/pull/1258
1214,2025-07-16T10:11:07Z,Feature/sm100 low latency nvfp4 kernels,Enable Blackwell with speed of light low latency kernels.,https://github.com/flashinfer-ai/flashinfer/pull/1214
1254,2025-07-15T13:24:42Z,fix: correctly pass k_scale and v_scale to run() in forward_return_lse (#1023),Summary This PR fixes a bug in BatchPrefillWithPagedKVCacheWrapper.forward_return_lse() where k_scale and v_scale were incorrectly passed a…,https://github.com/flashinfer-ai/flashinfer/pull/1254
1251,2025-07-15T07:18:56Z,Reduce the JIT compilation time of gen_gemm_sm100_module,Reduce the JIT compilation time of gen_gemm_sm100_module,https://github.com/flashinfer-ai/flashinfer/pull/1251
1222,2025-07-14T06:54:41Z,feat: add trtllm-gen mla cubin,Add trtllm-gen mla cubin.,https://github.com/flashinfer-ai/flashinfer/pull/1222
1234,2025-07-08T17:13:24Z,bugfix: support uint8_t for vec_t class template,This PR tries to fix an issue that occured while enabling fp8 kv-cache support for vllm (vllm-project/vllm#17005).,https://github.com/flashinfer-ai/flashinfer/pull/1234
1221,2025-07-08T07:27:42Z,Enable cudnn decode and add tests for the cudnn decode kernel,Enable cudnn decode kernel API,https://github.com/flashinfer-ai/flashinfer/pull/1221
1230,2025-07-08T06:53:45Z,feat: Add non-causal cudnn prefill kernels,Allow non-causal kernels of cudnn in cubin.,https://github.com/flashinfer-ai/flashinfer/pull/1230
1227,2025-07-07T23:56:35Z,Fix missing hash in the cudnn cubin path,Update the missing hash that is required,https://github.com/flashinfer-ai/flashinfer/pull/1227
1189,2025-07-07T16:54:24Z,update trtllm-gen decode attention kernel launcher,"This PR updates the trtllm gen kernels for most decoding cases, like head group size from 1 to 8.",https://github.com/flashinfer-ai/flashinfer/pull/1189
1198,2025-07-06T22:45:24Z,bugfix: fix blackwell fmha hanging issue for empty kv_len,Cherry picked from cutlass v4.0 changes.,https://github.com/flashinfer-ai/flashinfer/pull/1198
1217,2025-07-05T19:59:03Z,[TVM] Remove `enable_pdl` from TVM binding interface,"As of now PDL is not introduced in the TVM attention kernel interface, so we remove it from here and use false by default.",https://github.com/flashinfer-ai/flashinfer/pull/1217
1208,2025-07-03T05:59:56Z,Fix the issue with auxillary kernel launch and grid dim calculation,Fixes an issue where the auxillary kernel launch was incorrect causing kernel hangs in some cases.,https://github.com/flashinfer-ai/flashinfer/pull/1208
1206,2025-07-01T23:38:46Z,[fix] fix BatchAttention CTA_TILE_KV mask issue,The mismatch between kv_chunk_size and CTA_TILE_KV could lead to unmask nan value during small batch inference.,https://github.com/flashinfer-ai/flashinfer/pull/1206
1187,2025-07-01T02:38:52Z,Feature/cudnn dynamic cubin,Enable cudnn cubin for deepseek prefill models.,https://github.com/flashinfer-ai/flashinfer/pull/1187
1200,2025-06-30T22:10:26Z,[feat] optimize persistent batch attention perf.,"This is a follow-up PR on #1137, optimizing scheduling balance & reduction overhead, and achieving 2x speedup.",https://github.com/flashinfer-ai/flashinfer/pull/1200
1181,2025-06-27T18:18:16Z,bugfix: fix invalid blackwell fmha unittests,"Some of the unittests for fmha varlen (non-contiguous + head dim (192,128)) are not invalid.",https://github.com/flashinfer-ai/flashinfer/pull/1181
1177,2025-06-27T00:37:57Z,[feat] support block sparse attention w/ variable block sizes and head-wise sparse patterns,"This PR implements a block sparse attention wrapper that calls the underlying FA2 and FA3 kernel implementation, which supports: Variable b…",https://github.com/flashinfer-ai/flashinfer/pull/1177
1170,2025-06-25T02:15:46Z,feat: logits processor fustion rule for temperature softmax,Add fustion rule to apply recently implemented fused temperature + softmax kernel in #1153.,https://github.com/flashinfer-ai/flashinfer/pull/1170
1153,2025-06-24T04:43:27Z,feat: Fused temperature online softmax kernel,This adds the fused temperature online softmax kernel to the sampling and logits processor API.,https://github.com/flashinfer-ai/flashinfer/pull/1153
1159,2025-06-22T03:23:50Z,feat: add finalize_moe_allreduce from trtllm,add finalize_moe_allreduce from trtllm,https://github.com/flashinfer-ai/flashinfer/pull/1159
1158,2025-06-19T20:20:49Z,Add more logging to TRTLLM-GEN debug trace (NFC),This is meant to help debugging the lookup/launch sequence for these kernels.,https://github.com/flashinfer-ai/flashinfer/pull/1158
1148,2025-06-16T15:29:40Z,[fix] fix precision errors when applying causal mask on Qwen-2.5 series models,This PR identifies and fixes a precision error that occurs (rarely but possibly) on models with non-power-of-two gqa_group_size when applyi…,https://github.com/flashinfer-ai/flashinfer/pull/1148
1146,2025-06-16T06:43:37Z,misc: remove sync between persistent runners and use packed_causal_kv_end for SM90Plan,misc: remove sync between persistent runners and use packed_causal_kv_end for SM90Plan,https://github.com/flashinfer-ai/flashinfer/pull/1146
1140,2025-06-13T03:51:00Z,Fix FA2 and FA3 multi-item scoring and cuda illegal memory access error,This PR fixes FA2 and FA3 multi-item scoring and resolves CUDA illegal memory access errors in the FlashInfer attention kernels.,https://github.com/flashinfer-ai/flashinfer/pull/1140
1137,2025-06-12T05:12:12Z,[feat] add unified batch attention w/ correctness tests.,"Follow up of #858, #967, and #1026, this PR aims to provide an efficient and unified API for processing prefill and decode requests within…",https://github.com/flashinfer-ai/flashinfer/pull/1137
1136,2025-06-11T20:12:32Z,fix: negative zero by type trait --> binary value,We are going to fix the has_neg_zero.,https://github.com/flashinfer-ai/flashinfer/pull/1136
1117,2025-06-10T22:02:10Z,[Feature] Support PDL for batch Prefill and Decode,"Add PDL support for batched prefill (FA2), decode, merge states and MLA decode, overlapping local variable and state init (e.g.",https://github.com/flashinfer-ai/flashinfer/pull/1117
1129,2025-06-08T16:19:28Z,Fix pointer dtype bug in rope,According to sgl-kernel(https://github.com/sgl-project/sglang/blob/c2c4f57f6311ba143c6156ab1d1a1d9413e6e4d0/sgl-kernel/README.md?plain=1#L1…,https://github.com/flashinfer-ai/flashinfer/pull/1129
1116,2025-06-06T02:58:03Z,hotfix: fix the blackwell fmha stream,"This PR is a followup of #1106 , however, sglang integration of blackwell blackwell fmha still do not reach desired performance (sgl-projec…",https://github.com/flashinfer-ai/flashinfer/pull/1116
1109,2025-06-03T20:26:05Z,bugfix: bugfix for blackwell mla split-k,Cherry-picked the patch (authored by @v0i0) to fix #1055,https://github.com/flashinfer-ai/flashinfer/pull/1109
1106,2025-06-03T00:40:17Z,bugfix: host-precomuted plan function for blackwell fmha,"Accelerate blackwell causal fmha, and fix issue #1103",https://github.com/flashinfer-ai/flashinfer/pull/1106
1051,2025-05-27T01:22:00Z,[nvidia] Add Blackwell FMHA decode kernel from TRT-LLM,This patch adds support for downloading cubins on the fly and caching them on disk.,https://github.com/flashinfer-ai/flashinfer/pull/1051
1093,2025-05-26T03:21:46Z,misc: followup,Followup of #1092 The last one.,https://github.com/flashinfer-ai/flashinfer/pull/1093
1087,2025-05-23T22:18:37Z,bugfix: fix fp8 attention kernels aot compilation issue,"batch_indices_offset (introduced in #1015 ) are not passed to fp8 attention kernels, this PR fixes the issue.",https://github.com/flashinfer-ai/flashinfer/pull/1087
1067,2025-05-22T01:23:03Z,misc: aot: Add script to build all AOT ops,Part of AOT Refactor (#1064).,https://github.com/flashinfer-ai/flashinfer/pull/1067
1073,2025-05-22T00:48:40Z,misc: jit: Import jit_env as a module,Part of AOT Refactor (#1064).,https://github.com/flashinfer-ai/flashinfer/pull/1073
1072,2025-05-20T15:57:14Z,bugfix: follow user-specified sm_scale for blackwell cutlass fmha,Use user-specified instead of hardcoded sm_scale for blackwell cutlass fmha kernel.,https://github.com/flashinfer-ai/flashinfer/pull/1072
